year,time,rank,song_title,artist,album
2021,20,165,사랑하게 될 줄 알았어,전미도,슬기로운 의사생활 OST Part 11
2021,20,166,Bang!,AJR,Bang!
2021,20,167,Shape of You,Ed Sheeran,÷ (Deluxe)
2021,20,168,소우주 (Mikrokosmos),방탄소년단,MAP OF THE SOUL : PERSONA
2021,20,169,시든 꽃에 물을 주듯,HYNN(박혜원),시든 꽃에 물을 주듯
2021,20,170,Painkiller,Ruel,Painkiller
2021,20,171,comethru,Jeremy Zucker,"summer,"
2021,20,172,"나의 인형 (안녕, 꿈에서 놀아)",오마이걸 (OH MY GIRL),Dear OHMYGIRL
2021,20,173,HERO,임영웅,HERO
2021,20,174,DON`T TOUCH ME,환불원정대,DON`T TOUCH ME
2021,20,175,하이힐,브레이브걸스 (Brave Girls),HIGH HEELS
2021,20,176,"Rainy day (Feat. ASH ISLAND, Skinny Brown)",PATEKO (파테코),Rainy day
2021,20,177,눈누난나 (NUNU NANA),제시(Jessi),NUNA
2021,20,178,Square (2017),백예린,Every letter I sent you.
2021,20,179,한여름날의 꿈 (Feat.옥주현),SG 워너비,The Sentimental Chord
2021,20,180,화(火花),(여자)아이들,I burn
2021,20,181,다시 만날까 봐,V.O.S,다시 만날까 봐
2021,20,182,ON,방탄소년단,MAP OF THE SOUL : 7
2021,20,183,Bk Love (Feat. 이해리 of 다비치),MC 스나이퍼,Chronicles
2021,20,184,"CREDIT (Feat. 염따, 기리보이, Zion.T)",릴보이 (lIlBOI),쇼미더머니 9 Final
2021,20,185,Atlantis,샤이니 (SHINee),Atlantis - The 7th Album Repackage
2021,20,186,WANNABE,ITZY (있지),IT`z ME
2021,20,187,사랑은 (Feat.원슈타인),마미손,나의슬픔(My Sadness)
2021,20,188,What Do I Call You,태연 (TAEYEON),What Do I Call You - The 4th Mini Album
2021,20,189,Not Shy,ITZY (있지),Not Shy
2021,20,190,가을밤에 든 생각,잔나비,잔나비 소곡집 l
2021,20,191,팔레트 (Feat. G-DRAGON),아이유 (IU),Palette
2021,20,192,Youth,Troye Sivan,Blue Neighbourhood (Deluxe)
2021,20,193,Black Mamba,aespa,Black Mamba
2021,20,194,Levitating (Feat. DaBaby),Dua Lipa,Levitating
2021,20,195,사랑하지 말아요 (Prod. 로코베리),이석훈,사랑하지 말아요 (Prod. 로코베리)
2021,20,196,Autumn Breeze,거미,Autumn Breeze (re;code Episode Ⅶ)
2021,20,197,사랑이 식었다고 말해도 돼,먼데이 키즈 (Monday Kiz),사랑이 식었다고 말해도 돼
2021,20,198,야생화,박효신,야생화
2021,20,199,계단말고 엘리베이터,임영웅,계단말고 엘리베이터
2021,20,200,좋니,윤종신,LISTEN 010 좋니
2021,21,1,Dun Dun Dance,오마이걸 (OH MY GIRL),Dear OHMYGIRL
2021,21,2,"Peaches (Feat. Daniel Caesar, Giveon)",Justin Bieber,Justice
2021,21,3,롤린 (Rollin`),브레이브걸스 (Brave Girls),Rollin`
2021,21,4,Butter,방탄소년단,Butter
2021,21,5,라일락,아이유 (IU),5th Album `LILAC`
2021,21,6,운전만해 (We Ride),브레이브걸스 (Brave Girls),We Ride
2021,21,7,Celebrity,아이유 (IU),Celebrity
2021,21,8,Timeless,SG 워너비,SG Wanna Be+
2021,21,9,Next Level,aespa,Next Level
2021,21,10,상상더하기,라붐 (LABOUM),Fresh Adventure
2021,21,11,마.피.아. In the morning,ITZY (있지),GUESS WHO
2021,21,12,라라라,SG 워너비,My Friend
2021,21,13,Dynamite,방탄소년단,Dynamite
2021,21,14,맛 (Hot Sauce),NCT DREAM,맛 (Hot Sauce) - The 1st Album
2021,21,15,ASAP,STAYC(스테이씨),STAYDOM
2021,21,16,내 손을 잡아,아이유 (IU),최고의 사랑 OST Part 4
2021,21,17,Coin,아이유 (IU),5th Album `LILAC`
2021,21,18,"LOVE DAY (2021) (바른연애 길잡이 X 양요섭, 정은지)","양요섭, 정은지","LOVE DAY (2021) (바른연애 길잡이 X 양요섭, 정은지) OST"
2021,21,19,"사이렌 Remix (Feat. UNEDUCATED KID, Paul Blanco)",호미들,사이렌 Remix
2021,21,20,밝게 빛나는 별이 되어 비춰줄게,송이한,밝게 빛나는 별이 되어 비춰줄게
2021,21,21,Advice,태민 (TAEMIN),Advice - The 3rd Mini Album
2021,21,22,헤픈 우연,헤이즈 (Heize),HAPPEN
2021,21,23,밤하늘의 별을(2020),경서,밤하늘의 별을(2020)
2021,21,24,On The Ground,로제 (ROSE),R
2021,21,25,내사람,SG 워너비,The Precious History
2021,21,26,멜로디,ASH ISLAND,멜로디
2021,21,27,이제 나만 믿어요,임영웅,내일은 미스터트롯 우승자 특전곡
2021,21,28,잠이 오질 않네요,장범준,잠이 오질 않네요
2021,21,29,어푸 (Ah puh),아이유 (IU),5th Album 'LILAC'
2021,21,30,그냥 안아달란 말야,다비치,그냥 안아달란 말야
2021,21,31,취기를 빌려 (취향저격 그녀 X 산들),산들,취기를 빌려 (취향저격 그녀 X 산들) OST
2021,21,32,Lovesick Girls,BLACKPINK,THE ALBUM
2021,21,33,Blueming,아이유 (IU),Love poem
2021,21,34,살다가,SG 워너비,살다가
2021,21,35,에잇 (Prod.&Feat. SUGA of BTS),아이유 (IU),에잇
2021,21,36,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU (악뮤),항해
2021,21,37,서울의 잠 못 이루는 밤 (Feat. 이수현),10cm,5.2
2021,21,38,Dolphin,오마이걸 (OH MY GIRL),NONSTOP
2021,21,39,나랑 같이 걸을래 (바른연애 길잡이 X 적재),적재,나랑 같이 걸을래 (바른연애 길잡이 X 적재) OST
2021,21,40,Savage Love (Laxed - Siren Beat) (BTS Remix),"Jawsh 685, Jason Derulo, BTS",Savage Love (Laxed - Siren Beat) (BTS Remix)
2021,21,41,VVS (Feat. JUSTHIS) (Prod. GroovyRoom),"미란이 (Mirani), 먼치맨, Khundi Panda, 머쉬베놈 (MUSHVENOM)",쇼미더머니 9 Episode 1
2021,21,42,흔들리는 꽃들 속에서 네 샴푸향이 느껴진거야,장범준,멜로가 체질 OST Part 3
2021,21,43,이 밤을 빌려 말해요 (바른연애 길잡이 X 10CM),10cm,이 밤을 빌려 말해요 (바른연애 길잡이 X 10CM) OST
2021,21,44,"모든 날, 모든 순간 (Every day, Every Moment)",폴킴,`키스 먼저 할까요?` OST Part 3
2021,21,45,12:45 (Stripped),Etham,12:45 (Stripped)
2021,21,46,2002,Anne-Marie,Speak Your Mind (Deluxe)
2021,21,47,그날에 나는 맘이 편했을까,이예준,그날에 나는 맘이 편했을까
2021,21,48,추억은 만남보다 이별에 남아,정동하,추억은 만남보다 이별에 남아
2021,21,49,오래된 노래,스탠딩 에그(Standing Egg),오래된 노래
2021,21,50,작은 것들을 위한 시 (Boy With Luv) (Feat. Halsey),방탄소년단,MAP OF THE SOUL : PERSONA
2021,21,51,METEOR,창모 (CHANGMO),Boyhood
2021,21,52,살짝 설렜어 (Nonstop),오마이걸 (OH MY GIRL),NONSTOP
2021,21,53,Life Goes On,방탄소년단,BE
2021,21,54,별빛 같은 나의 사랑아,임영웅,별빛 같은 나의 사랑아
2021,21,55,너의 발걸음에 빛을 비춰줄게 (Prod. 조영수),케이시 (Kassy),너의 발걸음에 빛을 비춰줄게 (Prod. 조영수)
2021,21,56,봄날,방탄소년단,YOU NEVER WALK ALONE
2021,21,57,힘든 건 사랑이 아니다,임창정,힘든 건 사랑이 아니다
2021,21,58,Off My Face,Justin Bieber,Justice
2021,21,59,아이와 나의 바다,아이유 (IU),5th Album `LILAC`
2021,21,60,봄 안녕 봄,아이유 (IU),5th Album `LILAC`
2021,21,61,너의 번호를 누르고 (Prod. 영화처럼),#안녕,너의 번호를 누르고
2021,21,62,아로하,조정석,슬기로운 의사생활 OST Part 3
2021,21,63,이렇게 좋아해 본 적이 없어요,CHEEZE (치즈),이렇게 좋아해 본 적이 없어요 (소녀의 세계 X CHEEZE(치즈)) OST
2021,21,64,늦은 밤 너의 집 앞 골목길에서,노을,늦은 밤 너의 집 앞 골목길에서
2021,21,65,Memories,Maroon 5,Memories
2021,21,66,Love poem,아이유 (IU),Love poem
2021,21,67,사실 나는 (Feat.전건호),경서예지,사실 나는
2021,21,68,How You Like That,BLACKPINK,How You Like That
2021,21,69,어떻게 지내,오반 (OVAN),어떻게 지내
2021,21,70,마음이 다쳐서(2021),송하예,마음이 다쳐서(2021)
2021,21,71,Flu,아이유 (IU),5th Album `LILAC`
2021,21,72,오늘도 빛나는 너에게 (To You My Light) (Feat.이라온),마크툽 (Maktub),Red Moon : To You My Light
2021,21,73,죄와 벌,SG 워너비,살다가
2021,21,74,HERO,임영웅,HERO
2021,21,75,내 마음이 움찔했던 순간 (취향저격 그녀 X 규현),규현 (KYUHYUN),내 마음이 움찔했던 순간 (취향저격 그녀 X 규현) OST
2021,21,76,기다릴게,"하동균, 봉구",기다릴게
2021,21,77,너를 만나,폴킴,너를 만나
2021,21,78,When We Disco (Duet with 선미),박진영,When We Disco
2021,21,79,Dance Monkey,Tones And I,Dance Monkey
2021,21,80,Paris In The Rain,Lauv,I met you when I was 18. (the playlist)
2021,21,81,고백 (바른연애 길잡이 X 허각),허각,고백 (바른연애 길잡이 X 허각) OST
2021,21,82,마음을 드려요,아이유 (IU),사랑의 불시착 OST Part 11
2021,21,83,함께 했는데 이별은 나 혼자인 거야,소정,함께 했는데 이별은 나 혼자인 거야
2021,21,84,아리랑,SG 워너비,The Sentimental Chord
2021,21,85,고래 (Dive Into You),NCT DREAM,맛 (Hot Sauce) - The 1st Album
2021,21,86,돌림노래 (Feat. DEAN),아이유 (IU),5th Album `LILAC`
2021,21,87,닫힌엔딩 (Closed Ending),숀 (SHAUN),#0055b7
2021,21,88,불어온다,하이라이트(Highlight),The Blowing
2021,21,89,시작,가호 (Gaho),이태원 클라쓰 OST Part.2
2021,21,90,우리 왜 헤어져야 해,신예영,우리 왜 헤어져야 해
2021,21,91,Don`t Start Now,Dua Lipa,Don`t Start Now
2021,21,92,혼술하고 싶은 밤,벤 (Ben),혼술하고 싶은 밤
2021,21,93,까만안경 (2021),"이루, 견우 (Kyunwoo)",까만안경 (2021)
2021,21,94,우린 어쩌다 헤어진 걸까,허각,Hello
2021,21,95,거짓말이라도 해서 널 보고싶어,백지영,거짓말이라도 해서 널 보고싶어
2021,21,96,Maniac,Conan Gray,Maniac
2021,21,97,"내일이 오면 (Feat. 기리보이, BIG Naughty (서동현))",릴보이 (lIlBOI),쇼미더머니 9 Episode 3
2021,21,98,서면역에서,순순희,서면역에서
2021,21,99,되풀이,임창정,펜트하우스2 OST Part.1
2021,21,100,안녕,폴킴,호텔 델루나 OST Part.10
2021,21,101,처음처럼 (Feat. 개리),헤이즈 (Heize),HAPPEN
2021,21,102,Downtown Baby,블루 (BLOO),Downtown Baby
2021,21,103,Gone,로제 (ROSE),R
2021,21,104,에필로그,아이유 (IU),5th Album `LILAC`
2021,21,105,Leave The Door Open,"Bruno Mars, Anderson .Paak, Silk Sonic",Leave The Door Open
2021,21,106,WE GO,프로미스나인 (fromis_9),9 WAY TICKET
2021,21,107,술 한잔 해요,"경서 (경서예지), MJ (써니사이드)",술 한잔 해요
2021,21,108,사랑은 지날수록 더욱 선명하게 남아,전상근,한 걸음 : 흔적
2021,21,109,At My Worst,Pink Sweat$,The Prelude
2021,21,110,밤편지,아이유 (IU),밤편지
2021,21,111,감기 (Feat. 창모),헤이즈 (Heize),HAPPEN
2021,21,112,parachute,John K,love + everything else
2021,21,113,우리의 계절 (My Youth),NCT DREAM,맛 (Hot Sauce) - The 1st Album
2021,21,114,응급실 (2021),황인욱,응급실 (2021)
2021,21,115,I Love U,성시경,성시경 8th Album [ㅅ (시옷)]
2021,21,116,주인공 (Irreplaceable),NCT DREAM,맛 (Hot Sauce) - The 1st Album
2021,21,117,딩가딩가 (Dingga),마마무 (Mamamoo),딩가딩가 (Dingga)
2021,21,118,Don`t Call Me,샤이니 (SHINee),Don`t Call Me - The 7th Album
2021,21,119,사이렌,호미들,Ghetto Kids
2021,21,120,Beautiful Mistakes,"Maroon 5, Megan Thee Stallion",Beautiful Mistakes
2021,21,121,그대를 사랑하는 10가지 이유(2021),"이석훈, 로코베리",그대를 사랑하는 10가지 이유(2021)
2021,21,122,마리아 (Maria),화사(Hwa Sa),Mara
2021,21,123,Kiss Me More (Feat. SZA),Doja Cat,Kiss Me More
2021,21,124,Panorama,IZ*ONE (아이즈원),One-reeler / Act IV
2021,21,125,미안해 널 사랑해 (Feat. 김필),헤이즈 (Heize),HAPPEN
2021,21,126,ANL,NCT DREAM,맛 (Hot Sauce) - The 1st Album
2021,21,127,안녕이란 (Two Letters),황치열,Be My Reason
2021,21,128,Rocket,NCT DREAM,맛 (Hot Sauce) - The 1st Album
2021,21,129,상상더하기,"MSG워너비 TOP 8 (별루지, 김정수, 강창모, 정기석, 이동휘, 이상이, 박재정, 원슈타인 (Wonstein))",MSG워너비 TOP 8 경연곡
2021,21,130,지금처럼만 (Be There For You),NCT DREAM,맛 (Hot Sauce) - The 1st Album
2021,21,131,신호등,이무진,신호등
2021,21,132,I`m Not Cool,현아 (HyunA),I`m Not Cool
2021,21,133,Black Mamba,aespa,Black Mamba
2021,21,134,Breaking Down,에일리 (Ailee),어느 날 우리 집 현관으로 멸망이 들어왔다 OST Part.1
2021,21,135,"Countdown (3, 2, 1)",NCT DREAM,맛 (Hot Sauce) - The 1st Album
2021,21,136,서른 밤째 (바른연애 길잡이 X 윤하 (YOUNHA)),윤하,서른 밤째 (바른연애 길잡이 X 윤하 (YOUNHA)) OST
2021,21,137,그 한마디 (바른연애 길잡이 X 이하이),이하이,그 한마디 (바른연애 길잡이 X 이하이) OST
2021,21,138,Diggity,NCT DREAM,맛 (Hot Sauce) - The 1st Album
2021,21,139,다시 만날까 봐 (Prod.V.O.S),이예준,다시 만날까 봐 (Prod.V.O.S)
2021,21,140,Bad Boy,"청하, Christopher",Bad Boy
2021,21,141,비도 오고 그래서 (Feat. 신용재),헤이즈 (Heize),/// (너 먹구름 비)
2021,21,142,I CAN`T STOP ME,TWICE,Eyes wide open
2021,21,143,Stuck with U,"Ariana Grande, Justin Bieber",Stuck with U
2021,21,144,Like 1999,Valley,Like 1999
2021,21,145,아무노래,지코 (ZICO),아무노래
2021,21,146,다정히 내 이름을 부르면,"경서예지, 전건호",다정히 내 이름을 부르면 (경서예지 x 전건호)
2021,21,147,소확행,임창정,힘든 건 사랑이 아니다
2021,21,148,꼬리 (TAIL),선미,꼬리 (TAIL)
2021,21,149,Bad,Christopher,Bad
2021,21,150,주저하는 연인들을 위해,잔나비,전설
2021,21,151,빈 컵 (Empty Cup),아이유 (IU),5th Album `LILAC`
2021,21,152,To Die For,Sam Smith,To Die For
2021,21,153,처음처럼,엠씨더맥스 (M.C The Max),CEREMONIA
2021,21,154,내사람 Partner for Life,SG 워너비,The 3rd Masterpiece
2021,21,155,사계 (Four Seasons),태연 (TAEYEON),사계 (Four Seasons)
2021,21,156,어떤X (What Type of X),제시(Jessi),어떤X (What Type of X)
2021,21,157,bad guy,Billie Eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?"
2021,21,158,해바라기,SG 워너비,SG Wannabe 7 Part 1
2021,21,159,빗물에게 들으니 (Feat. 안예은),헤이즈 (Heize),HAPPEN
2021,21,160,Ashes,Stellar,Ashes
2021,21,161,Hold On,Justin Bieber,Hold On
2021,21,162,ON,방탄소년단,MAP OF THE SOUL : 7
2021,21,163,"Rainy day (Feat. ASH ISLAND, Skinny Brown)",PATEKO (파테코),Rainy day
2021,21,164,다시 여기 바닷가,"싹쓰리 (유두래곤, 린다G, 비룡)",다시 여기 바닷가
2021,21,165,체념,"정상동기 (김정수, 정기석, 이동휘, 이상이)",MSG워너비 TOP 8 경연곡
2021,21,166,Love Yourself,Justin Bieber,Purpose (Deluxe Edition)
2021,21,167,그대를 사랑하는 10가지 이유,이석훈,인사
2021,21,168,Way Back Home,숀 (SHAUN),Take
2021,21,169,너의 모든 순간,성시경,별에서 온 그대 OST Part 7
2021,21,170,봄 사랑 벚꽃 말고,"HIGH4, 아이유 (IU)",봄 사랑 벚꽃 말고
2021,21,171,소우주 (Mikrokosmos),방탄소년단,MAP OF THE SOUL : PERSONA
2021,21,172,사랑하자,SG 워너비,태양의 후예 OST Part.8
2021,21,173,Rainbow (책갈피),NCT DREAM,맛 (Hot Sauce) - The 1st Album
2021,21,174,홀로,이하이,홀로
2021,21,175,Shape of You,Ed Sheeran,÷ (Deluxe)
2021,21,176,34+35,Ariana Grande,Positions
2021,21,177,GENIUS (Feat. 창모),D.Ark (디아크),EP1 GENIUS
2021,21,178,비,폴킴,비
2021,21,179,시든 꽃에 물을 주듯,HYNN(박혜원),시든 꽃에 물을 주듯
2021,21,180,Painkiller,Ruel,Painkiller
2021,21,181,comethru,Jeremy Zucker,"summer,"
2021,21,182,사랑하게 될 줄 알았어,전미도,슬기로운 의사생활 OST Part 11
2021,21,183,Bang!,AJR,Bang!
2021,21,184,별 보러 가자,적재,FINE
2021,21,185,까만 안경 (Feat. Daylight),이루 (Eru),Level Ⅱ
2021,21,186,365&7 (Feat. JAMIE),pH-1,365&7
2021,21,187,Why,헤이즈 (Heize),HAPPEN
2021,21,188,Levitating (Feat. DaBaby),Dua Lipa,Levitating
2021,21,189,사랑은 (Feat.원슈타인),마미손,나의슬픔(My Sadness)
2021,21,190,눈누난나 (NUNU NANA),제시(Jessi),NUNA
2021,21,191,DNA,방탄소년단,LOVE YOURSELF 承 `Her`
2021,21,192,DON`T TOUCH ME,환불원정대,DON`T TOUCH ME
2021,21,193,다시 만날까 봐,V.O.S,다시 만날까 봐
2021,21,194,Square (2017),백예린,Every letter I sent you.
2021,21,195,IDOL,방탄소년단,LOVE YOURSELF 結 `Answer`
2021,21,196,Youth,Troye Sivan,Blue Neighbourhood (Deluxe)
2021,21,197,사랑이 식었다고 말해도 돼,먼데이 키즈 (Monday Kiz),사랑이 식었다고 말해도 돼
2021,21,198,If I could tell you (Feat. 태연),태민 (TAEMIN),Advice - The 3rd Mini Album
2021,21,199,팔레트 (Feat. G-DRAGON),아이유 (IU),Palette
2021,21,200,만약에,"M.O.M (별루지, 강창모, 박재정, 원슈타인 (Wonstein))",MSG워너비 TOP 8 경연곡
2021,22,1,Butter,방탄소년단,Butter
2021,22,2,헤픈 우연,헤이즈 (Heize),HAPPEN
2021,22,3,Dun Dun Dance,오마이걸 (OH MY GIRL),Dear OHMYGIRL
2021,22,4,Next Level,aespa,Next Level
2021,22,5,"Peaches (Feat. Daniel Caesar, Giveon)",Justin Bieber,Justice
2021,22,6,롤린 (Rollin`),브레이브걸스 (Brave Girls),Rollin`
2021,22,7,상상더하기,"MSG워너비 TOP 8 (별루지, 김정수, 강창모, 정기석, 이동휘, 이상이, 박재정, 원슈타인 (Wonstein))",MSG워너비 TOP 8 경연곡
2021,22,8,라일락,아이유 (IU),5th Album `LILAC`
2021,22,9,운전만해 (We Ride),브레이브걸스 (Brave Girls),We Ride
2021,22,10,Celebrity,아이유 (IU),Celebrity
2021,22,11,상상더하기,라붐 (LABOUM),Fresh Adventure
2021,22,12,ASAP,STAYC(스테이씨),STAYDOM
2021,22,13,Timeless,SG 워너비,SG Wanna Be+
2021,22,14,Dynamite,방탄소년단,Dynamite
2021,22,15,마.피.아. In the morning,ITZY (있지),GUESS WHO
2021,22,16,체념,"정상동기 (김정수, 정기석, 이동휘, 이상이)",MSG워너비 TOP 8 경연곡
2021,22,17,라라라,SG 워너비,My Friend
2021,22,18,내 손을 잡아,아이유 (IU),최고의 사랑 OST Part 4
2021,22,19,만약에,"M.O.M (별루지, 강창모, 박재정, 원슈타인 (Wonstein))",MSG워너비 TOP 8 경연곡
2021,22,20,"사이렌 Remix (Feat. UNEDUCATED KID, Paul Blanco)",호미들,사이렌 Remix
2021,22,21,멜로디,ASH ISLAND,멜로디
2021,22,22,Coin,아이유 (IU),5th Album `LILAC`
2021,22,23,밝게 빛나는 별이 되어 비춰줄게,송이한,밝게 빛나는 별이 되어 비춰줄게
2021,22,24,"LOVE DAY (2021) (바른연애 길잡이 X 양요섭, 정은지)","양요섭, 정은지","LOVE DAY (2021) (바른연애 길잡이 X 양요섭, 정은지) OST"
2021,22,25,밤하늘의 별을(2020),경서,밤하늘의 별을(2020)
2021,22,26,On The Ground,로제 (ROSE),R
2021,22,27,내사람,SG 워너비,The Precious History
2021,22,28,잠이 오질 않네요,장범준,잠이 오질 않네요
2021,22,29,Savage Love (Laxed - Siren Beat) (BTS Remix),"Jawsh 685, Jason Derulo, BTS",Savage Love (Laxed - Siren Beat) (BTS Remix)
2021,22,30,어푸 (Ah puh),아이유 (IU),5th Album 'LILAC'
2021,22,31,I Love U,성시경,성시경 8th Album [ㅅ (시옷)]
2021,22,32,Lovesick Girls,BLACKPINK,THE ALBUM
2021,22,33,취기를 빌려 (취향저격 그녀 X 산들),산들,취기를 빌려 (취향저격 그녀 X 산들) OST
2021,22,34,그냥 안아달란 말야,다비치,그냥 안아달란 말야
2021,22,35,Blueming,아이유 (IU),Love poem
2021,22,36,에잇 (Prod.&Feat. SUGA of BTS),아이유 (IU),에잇
2021,22,37,Dolphin,오마이걸 (OH MY GIRL),NONSTOP
2021,22,38,처음처럼 (Feat. 개리),헤이즈 (Heize),HAPPEN
2021,22,39,맛 (Hot Sauce),NCT DREAM,맛 (Hot Sauce) - The 1st Album
2021,22,40,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU (악뮤),항해
2021,22,41,살다가,SG 워너비,살다가
2021,22,42,작은 것들을 위한 시 (Boy With Luv) (Feat. Halsey),방탄소년단,MAP OF THE SOUL : PERSONA
2021,22,43,KINGDOM COME,더보이즈(THE BOYZ),킹덤 ＜FINAL : WHO IS THE KING?＞
2021,22,44,나랑 같이 걸을래 (바른연애 길잡이 X 적재),적재,나랑 같이 걸을래 (바른연애 길잡이 X 적재) OST
2021,22,45,Life Goes On,방탄소년단,BE
2021,22,46,VVS (Feat. JUSTHIS) (Prod. GroovyRoom),"미란이 (Mirani), 먼치맨, Khundi Panda, 머쉬베놈 (MUSHVENOM)",쇼미더머니 9 Episode 1
2021,22,47,흔들리는 꽃들 속에서 네 샴푸향이 느껴진거야,장범준,멜로가 체질 OST Part 3
2021,22,48,봄날,방탄소년단,YOU NEVER WALK ALONE
2021,22,49,"모든 날, 모든 순간 (Every day, Every Moment)",폴킴,`키스 먼저 할까요?` OST Part 3
2021,22,50,이 밤을 빌려 말해요 (바른연애 길잡이 X 10CM),10cm,이 밤을 빌려 말해요 (바른연애 길잡이 X 10CM) OST
2021,22,51,2002,Anne-Marie,Speak Your Mind (Deluxe)
2021,22,52,12:45 (Stripped),Etham,12:45 (Stripped)
2021,22,53,그날에 나는 맘이 편했을까,이예준,그날에 나는 맘이 편했을까
2021,22,54,추억은 만남보다 이별에 남아,정동하,추억은 만남보다 이별에 남아
2021,22,55,Off My Face,Justin Bieber,Justice
2021,22,56,오래된 노래,스탠딩 에그(Standing Egg),오래된 노래
2021,22,57,살짝 설렜어 (Nonstop),오마이걸 (OH MY GIRL),NONSTOP
2021,22,58,METEOR,창모 (CHANGMO),Boyhood
2021,22,59,서울의 잠 못 이루는 밤 (Feat. 이수현),10cm,5.2
2021,22,60,힘든 건 사랑이 아니다,임창정,힘든 건 사랑이 아니다
2021,22,61,감기 (Feat. 창모),헤이즈 (Heize),HAPPEN
2021,22,62,너의 번호를 누르고 (Prod. 영화처럼),#안녕,너의 번호를 누르고
2021,22,63,너의 발걸음에 빛을 비춰줄게 (Prod. 조영수),케이시 (Kassy),너의 발걸음에 빛을 비춰줄게 (Prod. 조영수)
2021,22,64,If You Love Me (Feat. 주헌 (몬스타엑스)),NS Yoon-G,If You Love Me
2021,22,65,이렇게 좋아해 본 적이 없어요,CHEEZE (치즈),이렇게 좋아해 본 적이 없어요 (소녀의 세계 X CHEEZE(치즈)) OST
2021,22,66,Memories,Maroon 5,Memories
2021,22,67,아로하,조정석,슬기로운 의사생활 OST Part 3
2021,22,68,아이와 나의 바다,아이유 (IU),5th Album `LILAC`
2021,22,69,늦은 밤 너의 집 앞 골목길에서,노을,늦은 밤 너의 집 앞 골목길에서
2021,22,70,Love poem,아이유 (IU),Love poem
2021,22,71,How You Like That,BLACKPINK,How You Like That
2021,22,72,사실 나는 (Feat.전건호),경서예지,사실 나는
2021,22,73,이제 나만 믿어요,임영웅,내일은 미스터트롯 우승자 특전곡
2021,22,74,봄 안녕 봄,아이유 (IU),5th Album `LILAC`
2021,22,75,어떻게 지내,오반 (OVAN),어떻게 지내
2021,22,76,오늘도 빛나는 너에게 (To You My Light) (Feat.이라온),마크툽 (Maktub),Red Moon : To You My Light
2021,22,77,다시 사랑한다면 (김필 Ver.),임영웅,사랑의 콜센타 PART56
2021,22,78,너를 만나,폴킴,너를 만나
2021,22,79,내 마음이 움찔했던 순간 (취향저격 그녀 X 규현),규현 (KYUHYUN),내 마음이 움찔했던 순간 (취향저격 그녀 X 규현) OST
2021,22,80,When We Disco (Duet with 선미),박진영,When We Disco
2021,22,81,Dance Monkey,Tones And I,Dance Monkey
2021,22,82,Flu,아이유 (IU),5th Album `LILAC`
2021,22,83,죄와 벌,SG 워너비,살다가
2021,22,84,기다릴게,"하동균, 봉구",기다릴게
2021,22,85,마음을 드려요,아이유 (IU),사랑의 불시착 OST Part 11
2021,22,86,Paris In The Rain,Lauv,I met you when I was 18. (the playlist)
2021,22,87,고백 (바른연애 길잡이 X 허각),허각,고백 (바른연애 길잡이 X 허각) OST
2021,22,88,함께 했는데 이별은 나 혼자인 거야,소정,함께 했는데 이별은 나 혼자인 거야
2021,22,89,시작,가호 (Gaho),이태원 클라쓰 OST Part.2
2021,22,90,Don`t Start Now,Dua Lipa,Don`t Start Now
2021,22,91,우리 왜 헤어져야 해,신예영,우리 왜 헤어져야 해
2021,22,92,혼술하고 싶은 밤,벤 (Ben),혼술하고 싶은 밤
2021,22,93,우린 어쩌다 헤어진 걸까,허각,Hello
2021,22,94,거짓말이라도 해서 널 보고싶어,백지영,거짓말이라도 해서 널 보고싶어
2021,22,95,"친구, 그 오랜시간",정승환,다섯 마디
2021,22,96,Maniac,Conan Gray,Maniac
2021,22,97,고래 (Dive Into You),NCT DREAM,맛 (Hot Sauce) - The 1st Album
2021,22,98,"내일이 오면 (Feat. 기리보이, BIG Naughty (서동현))",릴보이 (lIlBOI),쇼미더머니 9 Episode 3
2021,22,99,안녕,폴킴,호텔 델루나 OST Part.10
2021,22,100,서면역에서,순순희,서면역에서
2021,22,101,Downtown Baby,블루 (BLOO),Downtown Baby
2021,22,102,되풀이,임창정,펜트하우스2 OST Part.1
2021,22,103,Leave The Door Open,"Bruno Mars, Anderson .Paak, Silk Sonic",Leave The Door Open
2021,22,104,미안해 널 사랑해 (Feat. 김필),헤이즈 (Heize),HAPPEN
2021,22,105,마음이 다쳐서(2021),송하예,마음이 다쳐서(2021)
2021,22,106,아리랑,SG 워너비,The Sentimental Chord
2021,22,107,돌림노래 (Feat. DEAN),아이유 (IU),5th Album `LILAC`
2021,22,108,밤편지,아이유 (IU),밤편지
2021,22,109,비도 오고 그래서 (Feat. 신용재),헤이즈 (Heize),/// (너 먹구름 비)
2021,22,110,새까맣게,김재환,새까맣게
2021,22,111,At My Worst,Pink Sweat$,The Prelude
2021,22,112,닫힌엔딩 (Closed Ending),숀 (SHAUN),#0055b7
2021,22,113,불어온다,하이라이트(Highlight),The Blowing
2021,22,114,사이렌,호미들,Ghetto Kids
2021,22,115,Black Mamba,aespa,Black Mamba
2021,22,116,parachute,John K,love + everything else
2021,22,117,다정히 내 이름을 부르면,"경서예지, 전건호",다정히 내 이름을 부르면 (경서예지 x 전건호)
